"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000003402",2546.61419680864,-1.19043241572237,0.120621217390071,-9.86917924955688,5.66260348757671e-23,4.81267875656401e-21
"ENSG00000003436",4469.51547111392,0.196611638111832,0.149792742181537,1.31255783990892,0.18933198395468,0.413952637652642
"ENSG00000003509",290.814916945508,0.0510652770040961,0.135903746157951,0.375745911703912,0.707105802150769,0.866768647061198
"ENSG00000003756",2117.46434149409,0.188754634538951,0.0951184609693793,1.98441640681839,0.0472094385013712,0.154014061726907
"ENSG00000003987",25.5043187098086,-1.00480485328636,0.372656459692441,-2.69633016455865,0.00701081385365997,0.0345611064337197
"ENSG00000003989",38.4397332377094,-0.551452224043878,0.380280640529383,-1.45011911012932,0.147025306901901,0.351200050345811
"ENSG00000004059",1225.35425318088,-0.366587682902868,0.088277408259682,-4.15267835938831,3.28606453561345e-05,0.000325320389025731
"ENSG00000004139",84.8826514051604,0.166272995564298,0.220725671650476,0.753301572585519,0.451268714032475,0.691892812165233
"ENSG00000004142",1460.11823233908,-0.143566783930816,0.0868849198504548,-1.65237861964908,0.0984573912452202,0.2629324552329
"ENSG00000004399",3634.48774846585,0.038990871384858,0.11246957544823,0.34667927952485,0.728832278477609,0.87912092483412
"ENSG00000004455",1224.83873003951,-0.0301407369164897,0.119874091455793,-0.251436624465304,0.801476554749325,0.91549413994379
"ENSG00000004478",466.436178170793,0.073435131810434,0.113836103868244,0.645095266923658,0.518865450890701,0.742684913739168
"ENSG00000004487",1237.79987702344,0.299509147350422,0.087646013968172,3.41725919742553,0.000632550248546932,0.00451377836765094
"ENSG00000004534",1285.22881396749,0.18814985972454,0.0915297101200065,2.05561516012509,0.0398196253531966,0.135653244396653
"ENSG00000004660",78.1202497526934,0.564658259432479,0.269271013411477,2.09698865198541,0.0359945799114703,0.125378762456252
"ENSG00000004700",1035.33054232716,-0.368589417634176,0.101689964844613,-3.62463905064179,0.000289365301698378,0.00227477487172835
"ENSG00000004766",478.92540525978,0.0302649968377526,0.112577106872363,0.268837934093176,0.788054400396769,0.909235288926977
"ENSG00000004776",2774.56152530307,0.073835910933303,0.0893385576982551,0.826473057497604,0.408535795449211,0.655709777516825
"ENSG00000004777",97.1812428538078,0.409184979221287,0.214433646947374,1.90821256386927,0.0563637484232173,0.175946295753557
"ENSG00000004779",365.676604490797,-0.104381852422149,0.127919609792907,-0.815995706921997,0.414502591104732,0.661284703765956
"ENSG00000004799",914.379014067714,-2.6449272835195,0.628564616633636,-4.20788446171974,2.57772597835096e-05,0.000263147119988258
"ENSG00000004838",12.8074400018354,0.414673619923423,0.553710114011768,0.74890020866516,0.453917354550759,0.693876332870836
"ENSG00000004846",17.9991680687101,1.69783588247643,0.557865592738973,3.04344972081985,0.0023388252071083,0.0137940924980941
"ENSG00000004864",150.442543565193,0.000643432035284398,0.173511181045135,0.00370830301199451,0.99704120906126,0.998772099712955
"ENSG00000004866",412.129049598094,0.562108335436904,0.136173827282048,4.12787351766684,3.66133399655608e-05,0.000358922284820171
"ENSG00000004897",1518.08560110584,-0.0541794782383106,0.0879130319718649,-0.616284946873972,0.537706472099573,0.757274716318772
"ENSG00000004961",437.433192424783,0.146670343584319,0.133186993926744,1.10123623380967,0.270793855641963,0.51713446645012
"ENSG00000004975",991.984168983081,0.32005795177467,0.0975310239140955,3.28160147335861,0.00103219377320493,0.00688307453945465
"ENSG00000005007",2261.97159931419,-0.239248483199581,0.08283009008603,-2.88842476147364,0.00387176642393282,0.0210568932769156
"ENSG00000005020",755.689262420725,-0.217551787269274,0.109722813396464,-1.98273978341395,0.0473965033111074,0.154568361386341
"ENSG00000005022",1118.96464020574,0.0327762500251267,0.0945508733042541,0.346652007323681,0.728852769523899,0.87912092483412
"ENSG00000005059",211.730039424173,-0.0870672265805743,0.155281458028741,-0.560705880057225,0.574998058045676,0.784876874812421
"ENSG00000005075",817.882431768421,-0.0569940504148076,0.108501618903834,-0.525282949605774,0.599386508453616,0.800313332638841
"ENSG00000005100",485.155503010875,-0.360876071672317,0.132173728946773,-2.73031618724809,0.0063273607148843,0.0317301378682954
"ENSG00000005108",10.5601021519313,-0.555758807709643,0.579523676229779,-0.958992411363167,0.337562568143116,0.587778581341251
"ENSG00000005156",205.662658797684,0.392720875648275,0.171807101750035,2.28582446038611,0.0222645300895778,0.0865880214016862
"ENSG00000005175",312.284958714215,0.223457522911422,0.136977850384914,1.63134055822526,0.102818479861963,0.271820711273876
"ENSG00000005187",8.7344713131347,-0.0283537904864599,0.645956016715138,-0.0438943051117422,0.96498865478996,0.986427059063544
"ENSG00000005189",75.3292618994688,0.366018622063986,0.266604493249221,1.37288992245841,0.169786569933303,0.386118189708224
"ENSG00000005194",455.353420802124,-0.166381984915175,0.110569166900181,-1.50477741290554,0.132381312682133,0.325764339238826
"ENSG00000005206",659.20081345802,-0.064774572142576,0.108536192887007,-0.596801586821923,0.550639858393892,0.767853027516535
"ENSG00000005238",703.286795125606,0.183141380171026,0.109304140836455,1.67552097083906,0.0938320600474721,0.254006318800383
"ENSG00000005243",1017.28736321138,0.0976289721394045,0.0926213958550767,1.05406500558643,0.291853156407982,0.541978501845594
"ENSG00000005249",298.031602932061,-0.60737736720236,0.180893154865608,-3.35765810294814,0.000786057752317698,0.00545367292308829
"ENSG00000005302",462.126147642249,-0.146090445688125,0.125312376282684,-1.1658101938676,0.243691194794405,0.485067161710737
"ENSG00000005339",2557.11461763368,0.101767514327822,0.101758275605343,1.00009079087105,0.317266572391778,0.567620802438194
"ENSG00000005379",152.234574365394,-0.24042594741271,0.189428775042929,-1.26921555269639,0.204364195508724,0.434481896716954
"ENSG00000005436",257.216416324544,-0.148275997595132,0.133942815059112,-1.10700971552445,0.268289727829237,0.513931991922942
"ENSG00000005448",232.326486404496,-0.304214809311044,0.172059535544145,-1.76807875453664,0.0770477386447624,0.220777060257845
"ENSG00000005469",422.112505983788,0.241895839558243,0.134451934845111,1.79912501695798,0.0719989071636685,0.210665201246343
"ENSG00000005471",33.6639882396994,1.12005342859867,0.357469028145582,3.13328803451615,0.00172859719888409,0.0106263610813694
"ENSG00000005483",1697.34334799243,-0.0853141023128806,0.0898228313112775,-0.949804198636625,0.342211752089323,0.591800686164259
"ENSG00000005486",850.2536737929,0.111657296447836,0.0985591166382928,1.13289668430788,0.257257642573962,0.501943473382591
"ENSG00000005700",1158.19291492422,0.0553597735401368,0.0976302941023005,0.56703479231691,0.570690543727175,0.782064964473718
"ENSG00000005801",210.536598426356,0.303721439284043,0.155061468859071,1.95871638208253,0.0501460108317524,0.161229625832711
"ENSG00000005810",2420.4681768065,0.0219557961065168,0.0922242602512302,0.238069636413527,0.811827084377456,0.920431689297319
"ENSG00000005812",1409.31948532894,-0.468870877375849,0.111440775253528,-4.20735477036272,2.58377346105604e-05,0.000263465932208872
"ENSG00000005882",642.279555078437,0.067357811685857,0.11704616008654,0.575480747391071,0.564966207713583,0.777658665668112
"ENSG00000005884",1284.66402414799,-0.348575954370118,0.127147646157945,-2.74150536720996,0.00611583615746464,0.0308238142336218
"ENSG00000005889",786.83416691451,-0.082041113705271,0.0965205020130769,-0.849986396611944,0.39533264936167,0.642305907885196
"ENSG00000005893",5169.76693108098,-0.0669859339987319,0.0751790745930924,-0.891018336701988,0.372919333098289,0.620888980203748
"ENSG00000005955",1427.9038206891,-0.107824638326927,0.101504700787005,-1.06226251090759,0.288116528440498,0.538068367479363
"ENSG00000005961",8.38999597244232,0.265213269060712,0.690590189669425,0.384038570237533,0.700949860438251,0.863503091380094
"ENSG00000006007",2204.04569096216,-0.168919427018082,0.0856233749593398,-1.97281907070701,0.0485161796052881,0.157563901248753
"ENSG00000006015",372.381299543716,0.0418206998539187,0.137923030878956,0.303217668488024,0.761723984959156,0.896873208608674
"ENSG00000006016",146.243029840321,-0.288785004784184,0.221640837462178,-1.30294131754246,0.192594796614727,0.418496508128818
"ENSG00000006025",160.284813182945,0.949124545163933,0.179279512712167,5.29410489132549,1.1960077361135e-07,1.93617856148185e-06
"ENSG00000006042",3087.24374595311,0.0318298290532461,0.0791581308459064,0.402104353818155,0.687607228712854,0.855674221075227
"ENSG00000006062",196.878532478252,0.698324040479366,0.196539952730875,3.55308949033681,0.00038073491957839,0.00288845548672145
"ENSG00000006114",995.873717984987,0.513262976699631,0.0957605225753522,5.35985981379492,8.32865552646777e-08,1.37928047128581e-06
"ENSG00000006118",433.935954113551,0.502497248301937,0.119537080531117,4.20369349886482,2.62594465161712e-05,0.000267463373277769
"ENSG00000006125",6741.65389743156,-0.0416740525548417,0.10455087730451,-0.398600696897683,0.690187448032743,0.857393081710092
"ENSG00000006194",552.268975737327,-0.101178849843163,0.122739607748107,-0.824337405825901,0.409747870151518,0.656431160463789
"ENSG00000006210",9.60940043226282,-1.31044624819027,0.668577651209648,-1.96005093173441,0.0499898375962555,0.160928514169972
"ENSG00000006282",1369.86568384903,0.109041129047444,0.0883086270727167,1.23477323407661,0.216914911489426,0.450072696311936
"ENSG00000006283",62.9602514242751,1.46690803015958,0.28672881116044,5.11601197041469,3.12063264408784e-07,4.68172847470231e-06
"ENSG00000006327",558.91809892608,0.256778864630861,0.210707250205261,1.21865225036499,0.222976208451267,0.457948857161168
"ENSG00000006432",5.14267439121793,0.114129062063819,0.835655724466724,0.136574259856415,0.891367323479636,0.955192481681982
"ENSG00000006451",1095.51669885864,0.557711125578108,0.117393350914785,4.75078972728996,2.02623748858267e-06,2.6040475798347e-05
"ENSG00000006453",151.89797816819,0.208590921770676,0.167097951063885,1.24831525726445,0.211915628966168,0.443987884036328
"ENSG00000006459",395.717246094476,0.00774619828586544,0.186557603096684,0.0415217506940788,0.966879953258364,0.986871523129734
"ENSG00000006468",199.74693010171,0.263960502152934,0.210268091812639,1.25535215484876,0.209350949791813,0.440526234514098
"ENSG00000006530",309.169939675899,-0.00440887002935243,0.126074930343893,-0.0349702356949667,0.972103474824802,0.989121324225958
"ENSG00000006534",1142.48962342155,-0.449242779824222,0.117420773858973,-3.82592249275906,0.000130283279810915,0.0011162359180376
"ENSG00000006576",1070.42524442213,0.430190472129765,0.0967606938248066,4.44592173872441,8.75158067423823e-06,9.95492301694599e-05
"ENSG00000006607",877.94200094218,-0.597962573466956,0.115865277455087,-5.16084358144952,2.45839526521432e-07,3.76661274563194e-06
"ENSG00000006625",194.197432235626,0.163268335970565,0.160373131358401,1.01805292811608,0.308652803649668,0.559198339850062
"ENSG00000006634",85.4649973959592,0.358289723994736,0.208598089126437,1.71760789130511,0.0858681599841522,0.23876060553776
"ENSG00000006638",65.7531749722519,0.644348330318334,0.242396878941446,2.65823690937038,0.00785506537424227,0.0379545636666928
"ENSG00000006652",1074.50656288024,0.0435829526052497,0.0945580863419489,0.460911956780104,0.644861773002974,0.830411622782132
"ENSG00000006695",184.225545439981,-0.224399432093486,0.166701050751595,-1.34611888216511,0.178264180044323,0.398655082045254
"ENSG00000006704",281.023644966221,0.223654488391203,0.152240608698725,1.46908561587403,0.141809568712709,0.342255869584555
"ENSG00000006712",1101.21213833867,0.202327058438667,0.101198972357274,1.99929953561554,0.0455759543945397,0.150111395979756
"ENSG00000006715",2215.88471308054,0.0629380271196352,0.0861028246127073,0.730963559009034,0.464801411699372,0.702288623563882
"ENSG00000006740",35.5877443492142,0.0478807949044374,0.321638891589995,0.148865066247874,0.881660107103738,0.950934221009747
"ENSG00000006744",923.846609000017,-0.164816350175939,0.106541394629254,-1.54697008378267,0.121870459679835,0.306608603614808
"ENSG00000006756",438.655324301586,0.00447586775648165,0.131295999739883,0.0340899019417881,0.972805460889394,0.989477391556499
"ENSG00000006757",148.00765660176,-0.0161712107863353,0.184177594686599,-0.0878022694011868,0.930033834012289,0.971834925548537
"ENSG00000006788",10.2533800835302,-3.20685147049272,0.905077973880018,-3.5431770113078,0.000395337248938238,0.00297419062687648
"ENSG00000006831",1093.98214371166,-0.24221507972706,0.0930096063498211,-2.60419422501432,0.00920905532531542,0.043076001778695
"ENSG00000006837",11.657378739661,0.74226881581582,0.550069377546761,1.34940944927028,0.177205487376362,0.397076044216801
"ENSG00000007047",781.530450204528,-0.0905054542136392,0.102977986249061,-0.878881569840995,0.379465492556514,0.627397164965202
"ENSG00000007080",649.490133090773,-0.240718989235004,0.114340271918354,-2.10528613581479,0.03526640821739,0.12340845664419
"ENSG00000007168",3290.37386167742,-0.106979992328663,0.0762732447188918,-1.40258871538692,0.160739518794277,0.372912003391977
"ENSG00000007202",4253.63112393954,0.00646079423066264,0.0878253487088167,0.0735641170305316,0.941357224205569,0.975569522145217
"ENSG00000007237",427.013218754781,1.40485095233261,0.190099677730052,7.39007540206117,1.46745573124301e-13,5.17428911262948e-12
"ENSG00000007255",128.956657198718,-0.25898652370148,0.214640360952756,-1.20660682153104,0.227583598440888,0.463973894173786
"ENSG00000007341",154.038241290885,-0.125187889244324,0.187279226895365,-0.668455820325805,0.503842674013341,0.732529436001967
"ENSG00000007372",32.2126979562145,-0.305185636524745,0.336944163280075,-0.905745431390863,0.365070609869554,0.613376751461808
"ENSG00000007376",251.001804971442,-0.108052259863306,0.137641837982705,-0.785024825641193,0.432439013175028,0.676185554056031
"ENSG00000007384",1827.5221657786,-0.0635141568398822,0.0983550598534712,-0.645763999681412,0.518432205865597,0.742513743734527
"ENSG00000007392",669.426352603154,0.173407476996665,0.102060661048875,1.6990628437496,0.0893073433467857,0.24518356124065
"ENSG00000007402",17.9101493865711,-0.343767068425821,0.521771133222957,-0.658846468378554,0.509994364126355,0.736963607076731
"ENSG00000007516",8.15295893729158,-0.36626615145771,0.640504224868131,-0.57184033646791,0.567430147565079,0.779111487527907
"ENSG00000007520",451.968409198854,-0.10423769945027,0.126219169607089,-0.825846816888069,0.408890992667178,0.656122992614146
"ENSG00000007541",647.054653224197,-0.162623670596686,0.129176453642653,-1.25892657687104,0.208056853309333,0.43886307456422
"ENSG00000007545",210.745140862408,-0.0933916540177275,0.148626677601105,-0.628364002513593,0.52976551300678,0.750960021534301
"ENSG00000007866",1619.47548903829,-0.5956211852725,0.0857058631586387,-6.9495967174384,3.66331904074227e-12,1.07152081941711e-10
"ENSG00000007923",614.137243210657,-0.0323498153313122,0.102546685447715,-0.315464270639992,0.752409175005483,0.892195361319433
"ENSG00000007933",858.947187134284,-0.245450626159896,0.113303301081193,-2.16631487183244,0.0302871340447073,0.110089485821573
"ENSG00000007944",339.643688264593,0.497639855071033,0.124079644705623,4.01064861405491,6.05521718751463e-05,0.000564422676071592
"ENSG00000007952",9.80894225185178,-0.637309387197164,0.589057130346621,-1.08191439228,0.279290569094651,0.526882784414975
"ENSG00000008018",1520.21566072976,-0.0434149284943496,0.0839963756537834,-0.516866688073512,0.605249223090994,0.805368257191723
"ENSG00000008056",18.0527069639333,-0.704467683061714,0.472905960273528,-1.48965701902816,0.136314441318761,0.332495822195591
"ENSG00000008083",301.247719397731,-0.441537912233163,0.146219565400658,-3.0196910449248,0.00253032655007018,0.0147545060773995
"ENSG00000008086",102.483271328295,0.241137962452359,0.235329187281356,1.02468361548395,0.305512496456423,0.556369937452176
"ENSG00000008118",5.82700545659315,0.372651195547521,0.819796384480984,0.454565551400239,0.649421822636394,0.832868692045995
"ENSG00000008128",22.3078401199844,0.20725608158025,0.395561866605603,0.523953644366068,0.600310782046302,0.800956835633843
"ENSG00000008130",1664.47375702091,-0.776177756235746,0.124554733613223,-6.23161989688799,4.61636475911603e-10,1.05689530152163e-08
"ENSG00000008226",5.99640848503114,0.271772238285206,0.820863369881606,0.331080967012091,0.740583327803989,0.885456562732068
"ENSG00000008256",3716.57738197619,-1.18340116767737,0.103230381229495,-11.4636907621848,2.00772846277184e-30,2.74054935168356e-28
"ENSG00000008277",18.0656295809528,0.281419180713088,0.43673751748722,0.644366855250358,0.519337572187608,0.743124553341512
"ENSG00000008282",1964.62740873393,-0.279886340438913,0.106542545599927,-2.62699130063874,0.00861435363120006,0.0408671468475415
"ENSG00000008283",521.101872399896,-0.00764739551288437,0.111636727605021,-0.0685025051965102,0.945385625904176,0.976829808896745
"ENSG00000008294",2902.43641647337,0.0311374374189741,0.0789510328659914,0.394389234550302,0.693293690649309,0.859367481983987
"ENSG00000008300",87.3157793402246,-0.263827893516821,0.21674293838965,-1.2172387044164,0.223513408082516,0.458790679748323
"ENSG00000008311",721.942089206498,-1.09570624491441,0.10793341905982,-10.1516866088262,3.25685486791847e-24,3.1048683074156e-22
"ENSG00000008323",7.71779643510705,-0.502322962414432,0.669062187004738,-0.750786656563622,0.452781061064314,0.693124622022616
"ENSG00000008324",121.814743206551,-0.538564794191889,0.214717409519221,-2.50824930962888,0.012133102781215,0.0536345058665189
"ENSG00000008382",82.4606191703064,-0.0631050671794452,0.21489356944921,-0.293657308318666,0.769019779646444,0.89958494787389
"ENSG00000008394",3589.94313911191,-0.105492961412412,0.0930744883145536,-1.13342510200958,0.257035777611763,0.501901108731046
"ENSG00000008405",268.061536782411,-0.088849472499048,0.160891847671306,-0.552231040820433,0.58079006984158,0.788757390646621
"ENSG00000008441",10802.2649474509,0.326406199613486,0.0695421982058852,4.69364224937404,2.68383214480717e-06,3.36984582474813e-05
"ENSG00000008513",1568.49022726857,0.595138209135973,0.0970242778448754,6.1339102166521,8.57449222500308e-10,1.91681390707327e-08
"ENSG00000008517",182.662530647809,0.748972657975568,0.192437452086537,3.89203166979556,9.9408264690204e-05,0.000878870516775317
"ENSG00000008710",5426.4748906373,-0.480379811423189,0.12926147985766,-3.71634157331461,0.000202128283106293,0.00164943270154402
"ENSG00000008735",17.3522903576922,-0.37713332308932,0.476830761120076,-0.790916513446894,0.428992711347438,0.673367947822819
"ENSG00000008838",1151.34323611706,0.025705483008926,0.0952389202275459,0.269905233569534,0.787233160751233,0.909027953398801
"ENSG00000008853",558.505610561996,-0.547692480422034,0.119557503459265,-4.58099629529851,4.62766042247658e-06,5.5698854704197e-05
"ENSG00000008869",708.050590202373,-0.0420696286979878,0.0979041704052616,-0.429702110991248,0.667412347634395,0.844245695006776
"ENSG00000008952",5081.77180033339,-0.173172744075218,0.0806568060265694,-2.14703200642699,0.0317907336210475,0.114108539723631
"ENSG00000008988",10815.3578041237,0.0375292011473669,0.0732442639648052,0.512384166566274,0.608382170078613,0.807502377501299
"ENSG00000009307",15779.7442149305,-0.00918465488996696,0.0779359323360946,-0.117848784439488,0.906187474446988,0.961640020883788
"ENSG00000009335",2101.66872676796,-0.20764587728134,0.0804523499061384,-2.58097964228012,0.00985203913079372,0.045516420784267
"ENSG00000009413",7584.98097699963,-1.09556044928274,0.126065621316605,-8.6903982056402,3.61171301380076e-18,2.00233369485114e-16
"ENSG00000009724",39.2836247335801,0.399333442112932,0.300789825658276,1.32761618927434,0.184304933541892,0.407593387759919
"ENSG00000009780",174.392845904975,-0.566358868817498,0.179937837548151,-3.14752514832208,0.00164658941283695,0.0101856678320969
"ENSG00000009790",11.833414576944,0.219770866820939,0.5269889172187,0.417031287832063,0.67665552259529,0.849219017797215
"ENSG00000009830",419.188921048647,-0.0852946345353231,0.121337393755035,-0.702954232785999,0.482084271831743,0.716231582927228
"ENSG00000009844",843.598536089997,0.055636137290806,0.0988958943762904,0.562572770504661,0.573725838095805,0.784048291431273
"ENSG00000009954",2940.50155475979,0.0406043063657632,0.0910536181223822,0.445938417418935,0.655641730542839,0.837054680147443
"ENSG00000010017",1856.34455429236,-0.720836576889125,0.124482861011227,-5.79064917879831,7.01148913191953e-09,1.37767733019549e-07
"ENSG00000010030",14.6965802388022,0.846951626867449,0.487850152886017,1.7360897026619,0.0825479748322576,0.232035789473887
"ENSG00000010072",170.187800198915,0.0635226267100337,0.159761432923346,0.397609269945093,0.690918226307174,0.85766204626956
"ENSG00000010165",906.031550770083,0.028594691908881,0.103833395039867,0.275390127597215,0.783016528008273,0.906765753543944
"ENSG00000010219",186.523238144702,0.239989194185638,0.151668822600588,1.58232384263731,0.113575660483704,0.292464928786555
"ENSG00000010244",2027.73203574384,-0.120498572709691,0.0793851705037917,-1.51789776283135,0.129040174039009,0.319857732265081
"ENSG00000010256",1795.21830004503,-0.472145961926084,0.0932286331951298,-5.06438790041972,4.09714641132411e-07,6.00670333923823e-06
"ENSG00000010270",769.136583289272,-0.0491830656172133,0.105912143836232,-0.464376074695111,0.642378328418164,0.829109793799318
"ENSG00000010278",3881.37270015337,-0.569701597637623,0.0963322578279548,-5.9139234404231,3.34053203220552e-09,6.88669406822415e-08
"ENSG00000010292",1191.10401364073,-0.0292512232245421,0.105991877103395,-0.275976084431524,0.782566435033541,0.906653936884924
"ENSG00000010295",1202.57850824106,0.0735931383367017,0.0982338276285575,0.749162891371521,0.453759032480317,0.693876332870836
"ENSG00000010310",14.3214814643564,1.12696296993547,0.503726453789271,2.23725190816944,0.0252698804705001,0.095694137519435
"ENSG00000010318",73.7047579083359,0.0348512619543913,0.248657218647661,0.140157853224339,0.888535271384678,0.954642599179251
"ENSG00000010322",2566.22703092151,0.264449411942493,0.0814160022999972,3.24812573046837,0.0011616792587191,0.00758649397738341
"ENSG00000010361",182.848854948412,-0.155150082759017,0.161648999869917,-0.959796119269961,0.337157835839347,0.587365470832074
"ENSG00000010404",1950.01670805062,-0.190741926123633,0.0910420198295809,-2.09509769753216,0.0361623085857877,0.125834777153094
"ENSG00000010438",14.2762232140246,-0.089869461356454,0.533598449600223,-0.168421518885193,0.86625168028311,0.94540385949668
"ENSG00000010539",121.107502909609,0.126648201242585,0.18640200847246,0.679435818747075,0.496861760988367,0.727487015235528
"ENSG00000010610",57.9785988069796,0.256419118857531,0.265677316898513,0.965152470865555,0.334468448948973,0.584751844863439
"ENSG00000010626",142.741367525961,0.239920065502832,0.173679313480087,1.38139690153911,0.167156958064232,0.382403595512721
"ENSG00000010704",456.552951543409,0.157666264844744,0.135335561103661,1.16500248389245,0.244017987402007,0.485503102584956
"ENSG00000010803",762.80399887983,0.00472001177198337,0.10136918996882,0.0465625874433366,0.962861850565336,0.985449862169055
"ENSG00000010810",1682.50259792473,-0.0575284158509782,0.0908188225265272,-0.633441551548137,0.526445337930606,0.748421342814712
"ENSG00000010818",1411.20251251096,0.355743247001157,0.0929616728797293,3.82677329248803,0.000129833988262731,0.00111291569958034
"ENSG00000010932",32.3997251153151,-0.958644186636824,0.519660601599374,-1.84475056159035,0.0650738320982136,0.195841040044365
"ENSG00000011007",1099.66572942531,-0.180720634163086,0.0945160805475022,-1.91206229793098,0.0558682039368599,0.174823428019163
"ENSG00000011009",464.100482019969,-0.214815887240525,0.113646636348856,-1.89020893307492,0.058730022432263,0.18154015168717
"ENSG00000011021",619.873855644388,-0.0911792991073739,0.112434132471406,-0.810957465523754,0.417390097537667,0.663590051135193
"ENSG00000011028",16641.6096256775,0.220448158334754,0.0787598223464215,2.79899257980958,0.00512623154419501,0.0267103643618582
"ENSG00000011105",3557.52000705543,-0.289197137297188,0.0881563835229659,-3.28050137426348,0.00103622759982174,0.00689975938417892
"ENSG00000011114",1187.59283600845,-0.0618964537738268,0.094109892003831,-0.657704014486672,0.510728342257826,0.737600454536832
"ENSG00000011132",190.845219946269,-0.100401268568206,0.157893729178254,-0.635878759028219,0.524855448216373,0.747222302936363
"ENSG00000011143",143.301466278762,0.30431321181013,0.16889363134801,1.80180394832701,0.0715762563273444,0.209700973415625
"ENSG00000011198",1159.4037990956,-1.12504485651067,0.176903617830298,-6.35964866241409,2.02215737583351e-10,4.83225883259525e-09
"ENSG00000011243",656.996729435387,0.184741645264901,0.115425491490717,1.60052725683874,0.10948166519092,0.284652329496393
"ENSG00000011258",368.764051351039,0.304585934110369,0.131950748570099,2.30833047490107,0.0209807626856301,0.0825420456201009
"ENSG00000011260",408.796937572679,-0.249852270196233,0.122351881525458,-2.04207950937187,0.0411436450831184,0.139106830832124
